Player,Team,Position,Age,File
A. Correia,Académico de Viseu F.C.,RCB,26.0,Portugal II.xlsx
Gabi Pereira,Felgueiras 1932,"LCMF, LDMF",26.0,Portugal II.xlsx
Lucas Paes,Torreense,GK,28.0,Portugal II.xlsx
Armando Lopes,UD Oliveirense,"LWB, LB",27.0,Portugal II.xlsx
Brian Araújo,Farense,GK,26.0,Portugal II.xlsx
Tiago Ferreira,Paços de Ferreira,"LCB, CB",32.0,Portugal II.xlsx
Stopira,Torreense,LCB,38.0,Portugal II.xlsx
Bruno Rodrigues,Chaves,"CB, RCB",24.0,Portugal II.xlsx
Bura,UD Oliveirense,"CB, RCB",37.0,Portugal II.xlsx
H. Mörschel,Vizela,"CF, AMF",28.0,Portugal II.xlsx
Pablo Fernández,União de Leiria,"CF, RAMF, RW",29.0,Portugal II.xlsx
Felipe Silva,Porto II,LCB,24.0,Portugal II.xlsx
João Bravim,União de Leiria,GK,28.0,Portugal II.xlsx
Martín Tejón,Marítimo,"LAMF, LW, LWF",22.0,Portugal II.xlsx
João Reis,Portimonense,"LWB, LB",33.0,Portugal II.xlsx
N. Madsen,Marítimo,RCB,24.0,Portugal II.xlsx
M. Diadié,Torreense,RCB,21.0,Portugal II.xlsx
Luiz Gustavo,Feirense,RB,26.0,Portugal II.xlsx
Gabriel Brás,Porto II,RCB,22.0,Portugal II.xlsx
João Silva,UD Oliveirense,"RWF, CF, RW",26.0,Portugal II.xlsx
Cláudio Falcão,Farense,"DMF, RCB, RCMF",31.0,Portugal II.xlsx
Moha Moukhliss,Vizela,"LCMF, RDMF, RCMF",26.0,Portugal II.xlsx
Samuel Justo,Sporting CP II,"RCMF, RDMF",22.0,Portugal II.xlsx
Ronaldo Lumungo,Paços de Ferreira,"RAMF, RWF, RW",24.0,Portugal II.xlsx
Robinho,Académico de Viseu F.C.,RB,28.0,Portugal II.xlsx
Maga,União de Leiria,RB,27.0,Portugal II.xlsx
Paulinho,Leixões,"RB, RWB",34.0,Portugal II.xlsx
Gu Costa,Académico de Viseu F.C.,LB,20.0,Portugal II.xlsx
David Bruno,Torreense,RB,34.0,Portugal II.xlsx
Paulo Henrique,Marítimo,LB,29.0,Portugal II.xlsx
Reinaldo,Chaves,"LWF, LAMF",24.0,Portugal II.xlsx
L. Henriques,Leixões,"RCB, LCB",22.0,Portugal II.xlsx
Carlos Daniel,Marítimo,"AMF, LCMF, CF",31.0,Portugal II.xlsx
Henrique Martins,Felgueiras 1932,"DMF, RDMF",28.0,Portugal II.xlsx
Diogo Ferreira,Benfica,GK,19.0,Portugal II.xlsx
Romain Correia,Marítimo,LCB,26.0,Portugal II.xlsx
Reko,Penafiel,"RCMF, RDMF",30.0,Portugal II.xlsx
Francisco Ramos,Paços de Ferreira,"LCMF, RDMF, DMF",31.0,Portugal II.xlsx
Derick Poloni,Farense,"LB, LAMF",32.0,Portugal II.xlsx
Roberto,Chaves,CF,37.0,Portugal II.xlsx
Domingos Andrade,Porto II,"DMF, RDMF",23.0,Portugal II.xlsx
B. Simo,Marítimo,"RAMF, RW, RWF",26.0,Portugal II.xlsx
Léo Azevedo,Torreense,"DMF, RDMF",22.0,Portugal II.xlsx
Pedro Pinho,Chaves,"RCMF, LCMF, LDMF",26.0,Portugal II.xlsx
Tiago Ribeiro,Feirense,"CF, RCMF, AMF",24.0,Portugal II.xlsx
D. Jean,Torreense,"LWF, LAMF, LW",23.0,Portugal II.xlsx
Á. Zamora,Académico de Viseu F.C.,"LAMF, LW",24.0,Portugal II.xlsx
Diogo Prioste,Benfica II,"RCMF, DMF, LCMF",22.0,Portugal II.xlsx
D. Gril,Académico de Viseu F.C.,GK,24.0,Portugal II.xlsx
Rúben Fernandes,Farense,LCB,40.0,Portugal II.xlsx
Rafael Vieira,Paços de Ferreira,RCB,33.0,Portugal II.xlsx
Kaio Henrique,Porto II,LB,20.0,Portugal II.xlsx
Raphael Guzzo,Marítimo,"RCMF, RDMF, LDMF",31.0,Portugal II.xlsx
Edney,Portimonense,"RWB, RB",21.0,Portugal II.xlsx
Tiago Almeida,Chaves,"RWB, RB",24.0,Portugal II.xlsx
Diego Callai,Sporting CP II,GK,21.0,Portugal II.xlsx
Luís Silva,Académico de Viseu F.C.,"RDMF, RCMF",33.0,Portugal II.xlsx
Lucas Duarte,Felgueiras 1932,CF,25.0,Portugal II.xlsx
Luís Rocha,Lusitania FC Lourosa,"LB, LWB",32.0,Portugal II.xlsx
José Pedro,União de Leiria,LCB,24.0,Portugal II.xlsx
Simãozinho,Leixões,"LB, LWB",30.0,Portugal II.xlsx
Gonçalo Oliveira,Benfica,LCB,19.0,Portugal II.xlsx
Cláudio Silva,Penafiel,"LCB, CB",25.0,Portugal II.xlsx
Paulo Cardoso,Sporting CP II,"LW, LAMF, LWB",19.0,Portugal II.xlsx
Bruno Silva,UD Oliveirense,"LWF, LW",28.0,Portugal II.xlsx
Salvador Agra,Leixões,"RW, RWB, AMF",34.0,Portugal II.xlsx
Cláudio Araújo,Leixões,"LCMF, AMF",23.0,Portugal II.xlsx
Eirô,Felgueiras 1932,RB,25.0,Portugal II.xlsx
A. Busnić,Vizela,"RDMF, RCMF, LDMF",28.0,Portugal II.xlsx
Samuel Lobato,Portimonense,"LCMF, RCMF, AMF",24.0,Portugal II.xlsx
Josué Sá,Lusitania FC Lourosa,RCB,33.0,Portugal II.xlsx
Mauro Couto,Sporting CP II,"RW, RWF, RAMF",20.0,Portugal II.xlsx
Toni Herrero,Farense,"LB, LCB",25.0,Portugal II.xlsx
Adrián Butzke,Marítimo,CF,27.0,Portugal II.xlsx
Tokinho,Lusitania FC Lourosa,"RCMF, DMF, RDMF",29.0,Portugal II.xlsx
Ktatau,Chaves,"RCMF, LCMF, RDMF",24.0,Portugal II.xlsx
Zé Ricardo,Feirense,"LB, LW, LAMF",27.0,Portugal II.xlsx
Tiago Simões,Chaves,"LCB, CB",25.0,Portugal II.xlsx
João Teixeira,Porto II,RCMF,20.0,Portugal II.xlsx
Matheus Dario,Felgueiras 1932,LCB,22.0,Portugal II.xlsx
N. Michelis,Académico de Viseu F.C.,"LCB, CB",25.0,Portugal II.xlsx
D. Doumbia,Feirense,"RCMF, DMF, LCMF",24.0,Portugal II.xlsx
Arsénio,Lusitania FC Lourosa,"LCMF, RW, AMF",36.0,Portugal II.xlsx
Davo,Penafiel,"LW, CF, RWF",31.0,Portugal II.xlsx
B. Godwin,Vizela,"LB, LCB",24.0,Portugal II.xlsx
Rodrigo Dias,Sporting CP II,"LB, RB, LCB",20.0,Portugal II.xlsx
Martim Ferreira,Benfica II,"CB, RCB",20.0,Portugal II.xlsx
Mamede,Portimonense,"RCMF, LCMF, RW",24.0,Portugal II.xlsx
Silvério,Lusitania FC Lourosa,"LCB, CB, DMF",30.0,Portugal II.xlsx
João Miguel,Penafiel,"RCB, CB",32.0,Portugal II.xlsx
João Oliveira,Feirense,"RW, RB, RWF",27.0,Portugal II.xlsx
Álvaro Santos,Penafiel,"LW, RW, RAMF",20.0,Portugal II.xlsx
N. Thio,Vizela,"RWB, LW, LB",26.0,Portugal II.xlsx
Yannick Semedo,Farense,"RDMF, LDMF, AMF",30.0,Portugal II.xlsx
Diogo Pereira,UD Oliveirense,"RCMF, LCMF",30.0,Portugal II.xlsx
Dani Borges,União de Leiria,"LDMF, LCMF, RCMF",23.0,Portugal II.xlsx
João Victor,Paços de Ferreira,CF,26.0,Portugal II.xlsx
Sabino,UD Oliveirense,"LCMF, DMF, RCMF",27.0,Portugal II.xlsx
Dinis Rodrigues,Porto II,RB,21.0,Portugal II.xlsx
Marc Baró,União de Leiria,LB,26.0,Portugal II.xlsx
C. Kahraman,Académico de Viseu F.C.,AMF,27.0,Portugal II.xlsx
Anilson,Paços de Ferreira,"RB, RWB",24.0,Portugal II.xlsx
Gonçalo Sousa,Porto II,"LWF, RWF, LW",19.0,Portugal II.xlsx
Jair Matheus,União de Leiria,"LW, LAMF, RW",28.0,Portugal II.xlsx
Marlon Júnior,Portimonense,"RCB, LCB",20.0,Portugal II.xlsx
Kauê Rodrigues,Porto II,LCMF,21.0,Portugal II.xlsx
José Bica,Leixões,"CF, LWF",22.0,Portugal II.xlsx
M. Ondoa,UD Oliveirense,"LCMF, RCMF",20.0,Portugal II.xlsx
João Guilherme,Académico de Viseu F.C.,"RAMF, RW",25.0,Portugal II.xlsx
V. Danilović,Marítimo,"DMF, LDMF, RDMF",26.0,Portugal II.xlsx
Nuno Cunha,Paços de Ferreira,"LDMF, RDMF, RCMF",25.0,Portugal II.xlsx
Miguel Teixeira,Lusitania FC Lourosa,"RCMF, LCMF, AMF",22.0,Portugal II.xlsx
W. Cagro,Portimonense,"LCMF, DMF",26.0,Portugal II.xlsx
Mario Rivas,Felgueiras 1932,CF,26.0,Portugal II.xlsx
J. Rhyner,Vizela,"LCB, CB",30.0,Portugal II.xlsx
Pedro Sá,Penafiel,"LCMF, DMF",32.0,Portugal II.xlsx
João Muniz,Sporting CP II,"LCB, CB",20.0,Portugal II.xlsx
Miguel Pires,União de Leiria,"RDMF, LCMF, RCMF",23.0,Portugal II.xlsx
B. Róchez,Leixões,"CF, RWF",31.0,Portugal II.xlsx
Landinho,Felgueiras 1932,"RCMF, DMF",33.0,Portugal II.xlsx
David Kusso,Chaves,"LWB, RAMF",22.0,Portugal II.xlsx
Manuel Mendonça,Sporting CP II,"RW, RWF, CF",21.0,Portugal II.xlsx
Simão,Penafiel,"LB, LCB",27.0,Portugal II.xlsx
Francisco Meixedo,Feirense,GK,25.0,Portugal II.xlsx
D. Collard,Lusitania FC Lourosa,"LCB, RCB",26.0,Portugal II.xlsx
Douglas Borel,UD Oliveirense,"RWB, RB",24.0,Portugal II.xlsx
Costinha,Torreense,"LCMF, RCMF",33.0,Portugal II.xlsx
João Silva,Lusitania FC Lourosa,CF,36.0,Portugal II.xlsx
Vózinha,Chaves,GK,39.0,Portugal II.xlsx
Pedro Rosas,Casa Pia AC,LB,25.0,Portugal II.xlsx
L. Vonić,Porto II,CF,22.0,Portugal II.xlsx
J. van der Gaag,União de Leiria,"RW, RAMF",27.0,Portugal II.xlsx
Rafa,Paços de Ferreira,GK,22.0,Portugal II.xlsx
André Sousa,Paços de Ferreira,"LB, LWB",28.0,Portugal II.xlsx
Xavier,Portimonense,RCMF,26.0,Portugal II.xlsx
Jarleysom,Portimonense,"RCB, RB",22.0,Portugal II.xlsx
Leandro Antunes,Al Riyadh,"CF, LWF, LW",28.0,Portugal II.xlsx
Rui Silva,Benfica II,"RCB, LCB",19.0,Portugal II.xlsx
Gonçalo Moreira,Benfica II,"AMF, LCMF, LWF",20.0,Portugal II.xlsx
Manu Pozo,Torreense,"RWF, RW, RAMF",24.0,Portugal II.xlsx
Mateus Sarará,Portimonense,"CB, RCB, LCB",23.0,Portugal II.xlsx
Jaime Sánchez,Penafiel,"RCB, LCB",31.0,Portugal II.xlsx
Rúben Alves,Penafiel,"RW, LCMF, RCMF",31.0,Portugal II.xlsx
Bruno Pereira,Penafiel,"LB, LWB",28.0,Portugal II.xlsx
Fabinho,Lusitania FC Lourosa,"LCMF, RCMF, AMF",31.0,Portugal II.xlsx
Z. Muscat,Chaves,"RCB, LCB",32.0,Portugal II.xlsx
Amadu Baldé,Leixões,"RCMF, DMF",20.0,Portugal II.xlsx
Desmond Nketia,Feirense,CF,24.0,Portugal II.xlsx
Pedro Martelo,UD Oliveirense,CF,26.0,Portugal II.xlsx
K. Zohi,Torreense,CF,29.0,Portugal II.xlsx
M. Cleiton,Portimonense,GK,27.0,Portugal II.xlsx
D. Loppy,Vizela,"RAMF, RW",28.0,Portugal II.xlsx
João Fonseca,Benfica II,"CB, RCB, LCB",19.0,Portugal II.xlsx
Rafael Nel,Sporting CP II,CF,21.0,Portugal II.xlsx
Gonçalo Negrão,Penafiel,"RB, RWB",23.0,Portugal II.xlsx
Vasco Santos,UD Oliveirense,"RCB, RB",19.0,Portugal II.xlsx
Bruno Ramos,Sporting CP II,RCB,21.0,Portugal II.xlsx
Rui Costa,Farense,"CF, LAMF, LWF",30.0,Portugal II.xlsx
Tiago Dias,Lusitania FC Lourosa,"LW, LAMF, RW",28.0,Portugal II.xlsx
I. Guirassy,Marítimo,"DMF, LDMF, RDMF",27.0,Portugal II.xlsx
Werton,Leixões,"LW, LAMF, LWF",22.0,Portugal II.xlsx
I. Stefanović,Leixões,GK,38.0,Portugal II.xlsx
Alexandre Abel,Portimonense,LCB,27.0,Portugal II.xlsx
Gonçalo Ribeiro,Porto II,GK,20.0,Portugal II.xlsx
Guilherme Liberato,Torreense,"LCMF, RCMF, LDMF",24.0,Portugal II.xlsx
Carraça,Chaves,"RCB, RWB, RB",33.0,Portugal II.xlsx
Rayan Lucas,Sporting CP II,"LCMF, LDMF",21.0,Portugal II.xlsx
André Lopes,Feirense,LB,24.0,Portugal II.xlsx
Italo,Vizela U23,"RB, RCB",23.0,Portugal II.xlsx
Diego Altube,Feirense,GK,26.0,Portugal II.xlsx
M. Gudžulić,Chaves,GK,23.0,Portugal II.xlsx
Igor Julião,Marítimo,RB,31.0,Portugal II.xlsx
André Candeias,Farense U23,"RAMF, AMF",23.0,Portugal II.xlsx
Vasco Moreira,Alverca,"RCMF, AMF, LWF",24.0,Portugal II.xlsx
Daniel Banjaqui,Benfica II,"RWB, RB",18.0,Portugal II.xlsx
Lucas D'Agrella,Farense,"RCB, RB",21.0,Portugal II.xlsx
Xavi Grande,Marítimo,RB,21.0,Portugal II.xlsx
Naldo,Leixões,"CB, RCB, LCB",37.0,Portugal II.xlsx
Flávio Gonçalves,Sporting CP II,"LWF, CF, AMF",18.0,Portugal II.xlsx
Tiago Cerveira,Lusitania FC Lourosa,"LB, RB",33.0,Portugal II.xlsx
B. Sangaré,Farense,"CF, RW, LAMF",26.0,Portugal II.xlsx
Tamble Monteiro,Rio Ave,CF,25.0,Portugal II.xlsx
F. Romero,Torque,"RCB, LCB",31.0,Portugal II.xlsx
Víctor Rofino,União de Leiria,"RCB, LCB",23.0,Portugal II.xlsx
D. Michel,União de Leiria,CF,22.0,Portugal II.xlsx
S. Cibois,Portimonense,GK,28.0,Portugal II.xlsx
A. Bastunov,Vizela,"LCMF, LDMF, AMF",27.0,Portugal II.xlsx
Raúl Alcaina,Penafiel,CF,25.0,Portugal II.xlsx
João Cruz,Benfica II,"RCMF, LCMF",20.0,Portugal II.xlsx
Miguel Figueiredo,Benfica II,"LCMF, RCMF",17.0,Portugal II.xlsx
Miguel Menino,Farense,"LCMF, LDMF, AMF",23.0,Portugal II.xlsx
Miguel Tavares,Vizela,"LWB, LAMF, LW",27.0,Portugal II.xlsx
Marcelo,União de Leiria,RCB,36.0,Portugal II.xlsx
Bruno Faria,Lusitania FC Lourosa,LCB,21.0,Portugal II.xlsx
Danny,Lusitania FC Lourosa,RB,28.0,Portugal II.xlsx
Rodrigo Rêgo,Benfica II,"LWB, RWF, LB",21.0,Portugal II.xlsx
Heitor,Portimonense,"RWB, RWF, RCB",25.0,Portugal II.xlsx
José Sampaio,Vizela U23,RCB,21.0,Portugal II.xlsx
Léo Teixeira,Felgueiras 1932,"LWF, LAMF, RWF",26.0,Portugal II.xlsx
Y. Fortune,Vizela,CF,27.0,Portugal II.xlsx
João Pinto,Paços de Ferreira,"AMF, LCMF",23.0,Portugal II.xlsx
Leandro Dias,Paços de Ferreira,LB,23.0,Portugal II.xlsx
Marco Cruz,Marítimo,"RDMF, RCMF, LDMF",22.0,Portugal II.xlsx
T. Melnichenko,Porto II,CF,19.0,Portugal II.xlsx
João Vasco,Lusitania FC Lourosa,"RW, LW, RAMF",31.0,Portugal II.xlsx
Tiago Parente,Benfica II,"LCB, LB, LWB",19.0,Portugal II.xlsx
Assane Ndiaye,Farense,"RDMF, DMF, LDMF",26.0,Portugal II.xlsx
David Moreira,Sporting CP II,"RCB, LCB, LB",21.0,Portugal II.xlsx
A. Alfaro,Torreense,"RCMF, LCMF",23.0,Portugal II.xlsx
Eduardo Felicissimo,Sporting CP II,"LCMF, LDMF, DMF",19.0,Portugal II.xlsx
S. Popoola,Feirense,"LCMF, RDMF, DMF",20.0,Portugal II.xlsx
José Silva,Arouca,"RB, RWB",20.0,Portugal II.xlsx
I. Seydi,Torreense,"LWF, RWF, LW",24.0,Portugal II.xlsx
Felipe Scheibig,Felgueiras 1932,GK,26.0,Portugal II.xlsx
Costinha,Petro de Luanda,"LWF, LW",25.0,Portugal II.xlsx
Kauan Ferreira,Paços de Ferreira,"RCB, CB",23.0,Portugal II.xlsx
Arnau Casas,Torreense,"DMF, RCB, LCMF",22.0,Portugal II.xlsx
Lucas D'Agrella,Farense U23,"RCB, RB",20.0,Portugal II.xlsx
J. Trevisan,Benfica II,CF,21.0,Portugal II.xlsx
Bruno Almeida,Farense,"AMF, CF, RAMF",29.0,Portugal II.xlsx
Jójó,Vizela,"RB, LB",25.0,Portugal II.xlsx
Musa Drammeh,Torreense,CF,24.0,Portugal II.xlsx
J. Teixeira,Chaves,"LCMF, RWF",32.0,Portugal II.xlsx
David Costa,Paços de Ferreira,"AMF, LDMF",22.0,Portugal II.xlsx
Michel Costa,Felgueiras 1932,"RCMF, RW, AMF",24.0,Portugal II.xlsx
Gabriel Costa,Lugo,"DMF, RCMF, LDMF",19.0,Portugal II.xlsx
A. Hristov,Vizela,RCB,27.0,Portugal II.xlsx
Miguel Ángel Morro,Leixões,GK,25.0,Portugal II.xlsx
Jaiminho,Farense,"LW, LAMF, RAMF",28.0,Portugal II.xlsx
João Rêgo,Benfica II,"RWF, AMF, LCMF",20.0,Portugal II.xlsx
Lucas Anjos,Sporting CP II,"CF, RB, LW",21.0,Portugal II.xlsx
Francisco Ferreira,Mafra,"RB, RCB",27.0,Portugal II.xlsx
Danio Djassi,Portimonense U23,"LWF, LW",19.0,Portugal II.xlsx
Genaro Rodríguez,União de Leiria,"RCB, LCB",28.0,Portugal II.xlsx
Douglas Grolli,Portimonense,CB,36.0,Portugal II.xlsx
Luís Rocha,Vizela,"LCB, RCB",39.0,Portugal II.xlsx
Miguel Mota,Paços de Ferreira,"RB, RWB",22.0,Portugal II.xlsx
João Pinto,Felgueiras 1932,"CB, RCB",25.0,Portugal II.xlsx
Aarón Romero,Chaves,"LB, LCB, LWB",26.0,Portugal II.xlsx
Thauan Lara,Portimonense,"RWF, RW, CF",22.0,Portugal II.xlsx
Mateus Pasinato,Felgueiras 1932,GK,33.0,Portugal II.xlsx
Tiago Andrade,Porto II,"RWF, RW, RAMF",20.0,Portugal II.xlsx
Gui Meira,Feirense,"LW, LCMF, RCMF",21.0,Portugal II.xlsx
R. Esajas,Chaves,"RWF, RAMF",24.0,Portugal II.xlsx
Alex Pinto,Farense,RB,27.0,Portugal II.xlsx
Ivan Lima,Piast Gliwice,"CF, LWF, RW",21.0,Portugal II.xlsx
Jota Gonçalves,Vizela,"RCB, CB, DMF",25.0,Portugal II.xlsx
Salvador Blopa,Sporting CP II,"RB, LWB",18.0,Portugal II.xlsx
Marafona,Paços de Ferreira,GK,39.0,Portugal II.xlsx
Pedro Barcelos,Académico de Viseu F.C.,LCB,30.0,Portugal II.xlsx
M. Lacava,Vizela,"LAMF, LWF",23.0,Portugal II.xlsx
Ricardo Alves,Chaves,"LCB, CB",35.0,Portugal II.xlsx
Rafael Santos,Leixões,LCB,28.0,Portugal II.xlsx
Matheus Costa,Leixões,"LCB, CB",31.0,Portugal II.xlsx
S. Anzai,Penafiel,"RB, RWB, RW",23.0,Portugal II.xlsx
Miguel Falé,Paços de Ferreira,LAMF,22.0,Portugal II.xlsx
André Simões,Torreense,"LCMF, RCMF, AMF",22.0,Portugal II.xlsx
Luís Gomes,Porto II,"RB, RCB, LCB",21.0,Portugal II.xlsx
Rodrigo Ramos,Vizela U23,"RAMF, RW, RWB",22.0,Portugal II.xlsx
Rômulo,Sporting CP II,"LCB, RCB",22.0,Portugal II.xlsx
Welinton Júnior,Portimonense,CF,32.0,Portugal II.xlsx
Ricardo Valente,Leixões,CF,35.0,Portugal II.xlsx
S. Bengui,Portimonense,LCB,26.0,Portugal II.xlsx
Manu Garrido,Vizela,CF,25.0,Portugal II.xlsx
Vladimir Silva,Paços de Ferreira,"RAMF, RW, RWF",17.0,Portugal II.xlsx
Tiago Parente,Felgueiras 1932,"LB, LWB",22.0,Portugal II.xlsx
Serif Nhaga,Leixões,"LB, LWB",20.0,Portugal II.xlsx
Marco Matias,Farense,"LWF, LAMF, CF",36.0,Portugal II.xlsx
Ricardo Schutte,Penafiel,"CF, LWF, RCMF",28.0,Portugal II.xlsx
Tiago Brito,UD Oliveirense,"RCMF, RDMF, LCMF",22.0,Portugal II.xlsx
João Silva,União de Leiria,LB,28.0,Portugal II.xlsx
H. Sylla,União de Leiria,RB,27.0,Portugal II.xlsx
José Neto,Benfica II,"LWB, LB",18.0,Portugal II.xlsx
J. Sery,Penafiel,CF,25.0,Portugal II.xlsx
M. Dauda,Portimonense,"CF, LWF",28.0,Portugal II.xlsx
I. Alhassan,Lusitania FC Lourosa,DMF,29.0,Portugal II.xlsx
André Miranda,Porto U19,"RW, RWF, RAMF",18.0,Portugal II.xlsx
João Costa,Porto,GK,30.0,Portugal II.xlsx
Tiago Freitas,Benfica U19,"RCMF, LCMF",19.0,Portugal II.xlsx
Alysson,Farense,"RCB, LCB",23.0,Portugal II.xlsx
Olívio Tomé,Benfica II,"LWF, LW, LAMF",20.0,Portugal II.xlsx
Berna,Felgueiras 1932,"LWF, LB, LW",22.0,Portugal II.xlsx
André Rodrigues,Chaves,"AMF, LWF, LCMF",28.0,Portugal II.xlsx
Wellington Carvalho,Chaves,"RWF, RW",33.0,Portugal II.xlsx
Rúben Pereira,Académico de Viseu F.C.,"LCB, CB, RCB",28.0,Portugal II.xlsx
Rodrigo Borges,Marítimo,LCB,27.0,Portugal II.xlsx
I. Kébé,Penafiel,"LCMF, RCMF, LDMF",25.0,Portugal II.xlsx
H. Zagbayou,Leixões,"LCMF, RCMF, DMF",36.0,Portugal II.xlsx
Nile John,Moreirense,"CF, LCMF, AMF",23.0,Portugal II.xlsx
João Adriano,UD Oliveirense,"RWF, RW",23.0,Portugal II.xlsx
Tiago Leite,Felgueiras 1932,"CF, RWF, RAMF",25.0,Portugal II.xlsx
L. Santos,Feirense,"LW, RW, LWF",26.0,Portugal II.xlsx
Diego Fernandes,Paços de Ferreira,CF,24.0,Portugal II.xlsx
Neto,Leixões,"RDMF, RCMF, LCMF",34.0,Portugal II.xlsx
Paulite,Leixões,"AMF, CF",25.0,Portugal II.xlsx
Filipe Cruz,Felgueiras 1932,"RB, RWB",24.0,Portugal II.xlsx
Nils Mortimer,Académico de Viseu F.C.,"RAMF, RCMF",24.0,Portugal II.xlsx
A. Lottin,União de Leiria,"RCMF, LCMF, RDMF",24.0,Portugal II.xlsx
Tiago Mesquita,Lusitania FC Lourosa,"RB, RWB",35.0,Portugal II.xlsx
Bruno Brígido,Académico de Viseu F.C.,GK,35.0,Portugal II.xlsx
Pedrinho,Feirense,"RW, LWF, LW",22.0,Portugal II.xlsx
K. Klimov,Feirense,CF,25.0,Portugal II.xlsx
Francisco Silva,Benfica II,CF,18.0,Portugal II.xlsx
Y. Kitala,Vizela,CF,28.0,Portugal II.xlsx
João Veloso,Benfica II,"LCMF, LDMF",20.0,Portugal II.xlsx
Simão Martins,UD Oliveirense,LCB,28.0,Portugal II.xlsx
L. Vega,União de Leiria,"RCMF, RDMF, LCMF",27.0,Portugal II.xlsx
Leandro Santos,Moreirense,"RWB, RB",20.0,Portugal II.xlsx
Darío Poveda,Farense,"CF, LAMF, AMF",29.0,Portugal II.xlsx
Hugo Faria,Leixões,"LCB, RCB",21.0,Portugal II.xlsx
Rodrigo Ribeiro,Augsburg,"CF, AMF",20.0,Portugal II.xlsx
Gabriel Silva,Sporting CP II,"CF, AMF",19.0,Portugal II.xlsx
Francisco Silva,Sporting CP II,GK,20.0,Portugal II.xlsx
Pedro Lima,Wolverhampton Wanderers,RB,19.0,Portugal II.xlsx
Diogo Fernandes,Porto II,GK,21.0,Portugal II.xlsx
Álex Carbonell,Penafiel,"RCMF, LCMF, DMF",28.0,Portugal II.xlsx
Rodrigo Martins,Lusitania FC Lourosa,"LW, LWF, LAMF",27.0,Portugal II.xlsx
S. Commey,Leixões,"CB, RCB",21.0,Portugal II.xlsx
Tomás Domingos,Académico de Viseu F.C.,"RB, RWB",27.0,Portugal II.xlsx
Kevin Pinto,Benfica II,"RWB, RB",19.0,Portugal II.xlsx
Miguel,Feirense,"LW, RWF, LAMF",21.0,Portugal II.xlsx
Pité,Torreense,"CF, RCMF, LCMF",31.0,Portugal II.xlsx
Bruno Silva,Académico de Viseu F.C.,"LAMF, LW, LWF",20.0,Portugal II.xlsx
A. Diallo,UD Oliveirense,"RWF, LWF, LW",23.0,Portugal II.xlsx
Gonçalo Cardoso,Paços de Ferreira,LCB,25.0,Portugal II.xlsx
Jorge Meré,Penafiel,CB,29.0,Portugal II.xlsx
D. Dorregaray,Farense,CF,34.0,Portugal II.xlsx
Zé Gabriel,Sport Recife,"LCMF, RCMF, DMF",27.0,Portugal II.xlsx
A. Carter,Farense,CF,31.0,Portugal II.xlsx
Lucas Henrique,UD Oliveirense,"CF, RCMF",25.0,Portugal II.xlsx
Dário Miranda,Farense U23,RB,23.0,Portugal II.xlsx
C. Figueiredo,Felgueiras 1932,GK,35.0,Portugal II.xlsx
Lorougnon Gohi,Académico de Viseu F.C.,"RAMF, LAMF, RW",21.0,Portugal II.xlsx
Luís Bastos,UD Oliveirense,"LWB, LW, LB",24.0,Portugal II.xlsx
Tiago Silva,Porto II,"DMF, RCMF, LDMF",18.0,Portugal II.xlsx
Afonso Freitas,Marítimo,"LB, RB",26.0,Portugal II.xlsx
M. Jean-Marie,Felgueiras 1932,RWF,24.0,Portugal II.xlsx
Y. Rodriguez,UD Oliveirense,"CF, LWF",21.0,Portugal II.xlsx
F. Gomes,Marítimo,"LW, LAMF, LWF",22.0,Portugal II.xlsx
O. Peter Edokpolor,Benfica U23,"CF, LW, LWF",19.0,Portugal II.xlsx
R. Baião Teixeira,Farense,"AMF, RCMF, LCMF",20.0,Portugal II.xlsx
Francisco Neto,Benfica II,"CF, RW, RWF",19.0,Portugal II.xlsx
Kauã Oliveira,Sporting CP II,"LCMF, RDMF, RCMF",22.0,Portugal II.xlsx
E. Kouassi,União de Leiria,"RCMF, LCMF, RDMF",28.0,Portugal II.xlsx
Henrique Araújo,Benfica,CF,24.0,Portugal II.xlsx
Feliz Vaz,Trofense,"LWF, RWF, LAMF",37.0,Portugal II.xlsx
Nito,Paços de Ferreira,"RCMF, DMF, LCMF",24.0,Portugal II.xlsx
Ángel Alarcón,Utrecht,"LWF, LW, RWF",21.0,Portugal II.xlsx
J. Delgado,Chaves,"RWF, CF",23.0,Portugal II.xlsx
Gonçalo Braga,Lusitania FC Lourosa,RB,22.0,Portugal II.xlsx
Miguel Sousa,Leixões,"RAMF, RCMF",27.0,Portugal II.xlsx
U. Milovanović,Tobol,CF,25.0,Portugal II.xlsx
Joanderson,UD Oliveirense,"RW, RWF, LW",30.0,Portugal II.xlsx
Alexandre Guedes,Marítimo,CF,32.0,Portugal II.xlsx
Kiko Vilas Boas,Chaves,"LB, LWB",26.0,Portugal II.xlsx
André Ceitil,Académico de Viseu F.C.,RDMF,31.0,Portugal II.xlsx
André Oliveira,Porto II,"LCMF, RCMF",20.0,Portugal II.xlsx
Fernandinho,Ferroviária,"RCMF, DMF, LCMF",22.0,Portugal II.xlsx
T. Alloh,Penafiel,"LB, LWB, LW",24.0,Portugal II.xlsx
Gonçalo Tabuaço,Leixões,GK,25.0,Portugal II.xlsx
Bruno Silva,Feirense,"LCMF, LDMF",33.0,Portugal II.xlsx
